Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Sub-Saharan Africa (excluding high income),SSA,30.5594462684079,34.1459968554435,34.2906715178091,32.7802237214653,31.6008967585997,30.316430137534,27.385724667493,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,30.5912474656065,34.1762234837258,34.332915416673,32.8219464873464,31.6436435254892,30.3594113081476,27.4374998596723,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Sudan,SDN,35.50076661,28.59950419,26.22258194,20.64052534,29.20127781,49.20961322,29.62231078,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Suriname,SUR,176.99226477,159.58545639,187.82710743,206.67277274,206.38845605,352.46760118,246.99040948,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Sweden,SWE,3633.25031273,5362.68904906,5243.5390196,5605.98924019,5525.89700654,4686.2348938,4768.65494077,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Switzerland,CHE,4955.00922546,5964.22136435,5901.22540305,6212.49308102,6332.32800814,6213.97692537,6174.8827024,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Syrian Arab Republic,SYR,42.21979152,37.60234297,29.94963246,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Tajikistan,TJK,8.71376464,10.8933787,15.35191096,18.32924664,21.91582209,17.73644844,15.92882858,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Tanzania,TZA,10.02175388,9.2960718,9.49788143,10.69171817,11.47326742,11.05555218,14.42142011,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Thailand,THA,131.16818804,154.50866511,161.35440876,166.62773466,169.94513725,165.96436351,173.39592568,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Timor-Leste,TLS,26.13787152,32.85915355,41.60598655,52.39934277,49.24085639,56.60056552,44.55055724,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Togo,TGO,8.19215896,8.36828705,9.20801984,8.21158628,8.81719626,7.17040533,7.77303611,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Tonga,TON,101.93947628,115.20714949,111.65753997,116.32013399,117.90796322,104.8147766,133.86961034,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Trinidad and Tobago,TTO,414.91837974,454.99123751,457.10250383,524.02911166,533.1591181,574.22899873,561.61816735,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Tunisia,TUN,135.82018164,154.46474269,155.70910638,170.13675359,169.15397075,152.91641872,145.2722755,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Turkey,TUR,420.6737962,420.69631233,415.50686644,432.81197709,409.13653222,355.20290155,367.61714999,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Turkmenistan,TKM,53.34492261,71.86318115,85.20902006,107.35952077,118.02504019,97.01857733,78.39662056,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Tuvalu,TUV,425.13191721,486.47710178,468.13090291,471.96391591,478.63217341,422.74689733,428.79736075,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Uganda,UGA,8.53598397,8.0947576,8.96150176,8.84266108,7.32025095,6.2499361,6.2271061,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Ukraine,UKR,109.49679269,122.56624154,144.98625405,152.48078404,86.15331151,58.22028906,59.88135541,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,United Arab Emirates,ARE,962.92606292,1074.70520034,1045.77019335,1120.1039751,1145.11533462,998.92161229,958.96197554,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,United Kingdom,GBR,2803.94395118,2949.74939393,2951.39992074,3362.13121005,3668.46846,3496.21964158,3175.3347654,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,United States,USA,3862.41693033,3960.42471415,4089.20576465,4221.90556384,7366.7946741,7805.12263524,8077.92583581,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Upper middle income,UMC,180.530276100001,216.533167852091,237.248767952249,257.184141477587,268.658587708824,262.992086143083,248.225928493008,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Uruguay,URY,615.62021573,752.23295775,849.4213708,989.23483852,999.96412412,956.6380419,988.72570853,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Uzbekistan,UZB,36.91643642,43.24080272,53.36177274,58.49679546,61.26979336,65.52818414,62.32369484,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Vanuatu,VUT,55.07619602,75.164831,69.49951122,67.26785992,17.53330133,57.97898593,59.16068393,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Venezuela, RB",VEN,254.61111591,251.18573728,235.6114778,214.0336908,312.49909593,601.93740786,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Vietnam,VNM,33.96378754,37.30109706,48.28239221,55.84914946,48.82234747,48.80669627,58.26556802,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,World,WLD,556.239448321872,608.975450483056,611.557474181134,623.515595684212,767.319407266955,744.575077919657,762.543287270871,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Yemen, Rep.",YEM,15.21551017,14.73726595,17.63712399,15.47958149,12.90425436,7.33537794,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Zambia,ZMB,12.31091153,19.7989542,22.51702787,24.24318473,32.91633099,27.58303664,21.65057408,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Zimbabwe,ZWE,22.06376362,18.24133879,19.70590539,21.07997116,31.1911399,40.82198511,43.68682584,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Afghanistan,AFG,78.99665105,73.25516892,74.48620936,72.04786271,73.0559213,78.38229648,77.40100618,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Albania,ALB,48.01337665,48.59376329,52.98372431,55.15620186,55.68634529,56.68625032,57.98090142,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Algeria,DZA,28.88244262,27.87346601,25.71590741,27.5619781,26.6584559,28.20843254,30.88327082,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Andorra,AND,45.43219276,44.39961291,43.88948878,43.27658906,42.80395952,42.38849053,41.69688586,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Angola,AGO,19.34375655,17.99380955,17.61917737,21.34927836,26.87616706,33.52316573,35.20893022,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Antigua and Barbuda,ATG,24.27884769,24.51529477,28.3557164,27.14568289,25.09286581,25.79987354,32.18838038,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Arab World,ARB,33.0512097062039,30.8845109524647,31.4840397259417,30.7418710484407,28.8884807971799,31.0896274297721,31.3138635156071,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Argentina,ARG,19.71319924,18.00152708,14.19771236,14.496148,14.61466747,13.54572906,15.79818747,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Armenia,ARM,62.1307487,46.27378405,71.29481324,78.21917099,82.48119934,81.62987756,80.6469544,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Australia,AUS,19.7492765,19.17248508,19.93432788,19.71550207,19.55829502,18.9466257,18.9437128,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Austria,AUT,18.6016265,18.73956287,18.67409212,19.17125072,19.09817555,19.00804959,18.91973627,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Azerbaijan,AZE,75.13200817,75.54846722,74.40198901,76.66035282,76.78279471,77.99325565,78.91878428,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Bahamas, The",BHS,28.42809365,28.40722496,28.7037037,28.59375,30.07751938,26.89450223,27.71587744,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bahrain,BHR,28.46045977,28.43585119,26.80392178,26.90460526,26.1759985,25.84038665,27.98785963,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bangladesh,BGD,67.2104023,67.3722294,67.46909905,68.51466512,69.93145731,71.81633672,71.88884163,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Barbados,BRB,38.08008958,42.1882244,38.60698599,41.583381,44.42201725,45.22794233,45.17700374,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Belarus,BLR,29.165052,33.58686589,30.76471644,33.79212317,34.8943994,36.20292948,35.79892788,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Belgium,BEL,17.63989522,17.64615562,17.30804056,17.47225743,17.14783952,16.45771346,15.85889032,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Belize,BLZ,23.97706824,23.52962626,24.58480163,24.70406701,24.58525694,23.42412464,22.87068173,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Benin,BEN,45.0661723,43.67434506,37.40644693,42.31209265,44.0125428,40.49658741,43.48323889,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bhutan,BTN,16.48242213,16.34402253,20.50635953,20.31383242,21.17108052,19.79465735,20.12969552,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bolivia,BOL,31.89938106,31.04560167,32.71441599,33.4143516,29.48817499,25.87488943,28.02112047,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bosnia and Herzegovina,BIH,30.07586289,29.46848574,29.21257095,28.96248703,28.70711621,28.81612434,28.68117751,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Botswana,BWA,5.14642878,4.62235932,5.03824591,5.42365474,5.33595677,5.26085,5.24849231,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Brazil,BRA,43.80691613,43.11358084,43.70857365,43.9729697,44.60670779,44.6772881,43.56023599,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Brunei Darussalam,BRN,8.26134884,8.4718688,8.85192896,9.40741946,7.3345997,4.97357672,5.07159269,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bulgaria,BGR,43.14134283,44.46372787,47.74680758,47.16653996,45.81277224,47.66826791,47.95404673,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Burkina Faso,BFA,30.16873262,33.06054437,34.2684263,34.15064882,34.11343656,36.02974972,31.39360194,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Burundi,BDI,28.20030608,25.74491405,22.40234724,20.86187022,38.20294339,41.53365581,30.51368128,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cabo Verde,CPV,28.08190474,25.8929292,25.00982113,24.70041786,26.15746258,24.01657599,26.01418236,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cambodia,KHM,51.90946571,59.74188115,60.47090642,61.22215583,58.62177755,57.33106461,58.56040154,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cameroon,CMR,71.73981177,51.44386572,70.26735084,71.40277583,70.87862203,69.74412434,69.50262192,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Canada,CAN,15.36480191,14.6918139,14.57242144,14.47990272,14.53279025,14.4654391,14.61734086,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Caribbean small states,CSS,35.7132015316855,35.4809093735032,34.7540145956926,34.1506798212204,35.0871159263159,33.019185681191,33.3885040161479,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Central African Republic,CAF,46.43595921,44.79361679,43.30779147,48.74460663,41.21004758,29.98105893,43.07941935,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Central Europe and the Baltics,CEB,22.2981769020033,22.9266116805889,23.4155229162667,22.6662936270547,22.4221863160657,22.9431386783708,22.9716833748035,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Chad,TCD,67.58454133,60.77016029,64.05858548,49.73272737,52.3256217,56.44644876,61.15595337,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Chile,CHL,34.46762829,34.49927045,33.40765057,33.63830748,34.26872993,34.50925787,34.76995383,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,China,CHN,40.80001455,40.2655411,39.23458806,38.15951586,36.56483178,35.08928609,35.90618522,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Colombia,COL,20.86833516,21.21278333,21.52979604,20.92185612,20.35538037,19.58344965,20.15695634,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Comoros,COM,78.666321,70.39695333,78.04097945,76.25596373,76.52505781,75.198543,73.1343926,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Congo, Dem. Rep.",COD,37.04969585,38.82510406,39.63495732,39.43297049,38.71640612,36.75993686,37.434302,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Congo, Rep.",COG,42.15446621,41.09134584,29.73799112,30.65258689,31.18631639,32.4601177,49.71562378,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Costa Rica,CRI,25.3843142,26.19998775,25.01576205,23.80197727,24.658971,22.73607069,22.14419226,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cote d'Ivoire,CIV,58.10595053,60.18835644,53.67714998,56.86782014,52.29804246,36.01868035,40.14711143,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Croatia,HRV,13.95677766,12.05216922,11.4724508,12.82815707,15.74917969,15.50610177,15.36177386,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cuba,CUB,9.1823659,10.81649553,13.13208136,12.27154324,9.63918872,9.64398217,10.307818,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cyprus,CYP,40.95311671,42.79951866,44.05083497,43.11855767,44.77864285,44.34233575,44.92326153,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Czech Republic,CZE,15.25087462,15.02145876,15.29148838,13.58585395,14.08199213,14.82839462,15.02381241,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Denmark,DNK,14.38571094,14.55076881,14.15905706,13.81008316,13.7745505,13.67476666,13.71236935,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Djibouti,DJI,29.03930936,24.22880566,22.94796629,24.05808347,22.65952631,20.38418935,25.76631675,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Dominica,DMA,36.40517523,33.64093895,35.5778606,36.56715532,34.30943528,31.17352857,29.14772862,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Dominican Republic,DOM,43.91645805,42.44435393,42.86151743,42.18337141,42.4838194,42.85167309,44.61633846,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Early-demographic dividend,EAR,40.0550002453434,38.4155677761745,37.2899086537373,37.563702828487,36.3356153806123,35.5868225083348,37.1368286764335,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,East Asia & Pacific,EAS,24.6891872129039,23.7235039322153,24.1137415333405,25.2827268056604,25.4571941563316,25.696848139468,25.6811679776847,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,East Asia & Pacific (excluding high income),EAP,41.1763039903838,40.809990422165,39.6822833876084,38.5156438801001,36.8705397658507,35.5223845254111,36.1687392648875,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,41.174660716516,40.8087443760362,39.6809789007727,38.5144345164472,36.8693845113627,35.5213763120264,36.16752936878,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Ecuador,ECU,47.52025736,45.4347972,43.63069143,42.36783177,41.98366435,43.86994206,40.48171185,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Egypt, Arab Rep.",EGY,62.62810294,60.49510467,62.98622951,61.2108193,59.03896572,61.95896546,61.98998068,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,El Salvador,SLV,33.62592843,31.64160401,32.3125,28.22024675,28.29956688,27.84884857,27.16086599,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Equatorial Guinea,GNQ,68.76308807,67.91443315,62.72351397,67.34057155,71.38641465,72.0174482,72.83432742,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Eritrea,ERI,52.70147715,39.29141691,54.32855829,56.1400937,56.93330172,59.87436473,59.058986,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Estonia,EST,21.92338557,21.56001447,21.51796393,22.60907091,22.62116839,22.77200698,22.68592618,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Eswatini,SWZ,10.77401233,10.67420929,12.08641682,11.75133364,11.5468605,11.37612927,9.89895648,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Ethiopia,ETH,42.29021023,46.53789185,42.16745544,42.40406842,38.47412408,38.37740162,37.42413218,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Euro area,EMU,15.4679383037747,15.7290936650593,15.7633165739559,15.6512385035821,15.5720162144449,15.6115321593146,15.4442837771498,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Europe & Central Asia,ECS,16.9166638599214,17.197193448764,17.3578509940204,17.9062735212221,17.8196319533917,17.8364921639207,17.7836403005829,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Europe & Central Asia (excluding high income),ECA,31.7278672813527,32.2159100610644,32.1069606094301,33.1700499514504,34.1947375858725,35.5318393134907,35.9450473546055,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,30.0752551139556,30.56803309529,30.6982750014701,31.6082105043261,32.3270547859764,33.2031559488414,33.400656959502,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,European Union,EUU,15.0756925708341,15.2733059309796,15.2458689452999,15.7762314624761,15.7012648364161,15.7710883252201,15.6872376938761,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Fiji,FJI,22.37072252,25.31678528,24.78924765,22.54663726,19.89637306,21.02604494,20.63828514,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Finland,FIN,19.98384935,19.35642463,18.7162453,18.95713612,18.94953185,19.73217391,20.35397037,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Fragile and conflict affected situations,FCS,46.9999520184852,47.5439883473651,52.5568319366131,53.4545296369227,52.9674527448025,55.6020621249992,57.3678146998178,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,France,FRA,10.13493529,10.20597407,10.13358014,9.96890402,9.87589571,9.76121411,9.75624371,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Gabon,GAB,25.50564765,27.73152806,28.00476267,28.59301996,28.1298087,25.90465861,22.51306679,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Gambia, The",GMB,20.98102494,21.10793921,21.03335971,20.25052992,25.06529259,23.4721344,23.59053007,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Georgia,GEO,72.72727273,75.57513461,73.43678686,69.0771961,66.00244002,57.32433505,55.5964618,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Germany,DEU,13.91220426,13.88092887,13.89878447,13.04593062,12.60760234,12.69157315,12.4095928,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Ghana,GHA,33.38354236,35.76537592,39.84529685,38.87570851,45.05063976,35.80306196,37.82372777,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Greece,GRC,28.12762366,30.91871703,30.13896436,33.68955385,36.63187252,36.15921171,34.34369614,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Grenada,GRD,52.53280513,53.27276728,56.12966287,57.78515063,58.3089632,57.83307325,57.77659011,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Guatemala,GTM,59.64832566,59.64645402,59.60755687,56.09907702,55.79390667,57.82038639,53.33825148,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Guinea,GIN,65.02901472,59.98566485,62.39929521,61.89991099,58.3592503,49.3524036,49.7618131,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Guinea-Bissau,GNB,44.69616627,42.58477839,50.20057539,50.30951909,34.13285198,33.85702596,35.40050221,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Guyana,GUY,42.58865606,41.8216907,42.33763559,42.40384013,39.05808422,40.50667218,35.05651752,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Haiti,HTI,33.30967291,26.08627819,28.49530638,36.24164652,31.01531344,41.73006958,41.73194864,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Heavily indebted poor countries (HIPC),HPC,45.737217028876,45.705311541336,45.2331276467973,46.1132104420684,44.0265966922148,43.6143247099038,45.3198808354166,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,High income,HIC,14.3228581267544,14.243349876524,14.1167718591378,14.2397431616444,14.009424253289,13.7013782146872,13.6774258305512,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Honduras,HND,46.78224717,46.2240681,50.07995376,50.35827454,48.2392155,49.1517788,45.01063621,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Hungary,HUN,27.41596447,28.21636129,29.37170672,28.36043323,28.33860425,28.8774618,29.6990259,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Iceland,ISL,18.18674635,18.47118688,18.5705945,18.25796533,17.98097741,17.63640536,16.86918382,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,India,IND,65.18476657,62.22490065,63.00013712,69.07303434,67.01399891,64.66441011,64.57785669,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Indonesia,IDN,56.988423,56.91761932,53.16791871,49.32272551,42.51700013,40.65642904,37.33550598,..,..,..
